# 031 PLAN-001 P1.2b mutgate spec (013 GATE-mutation-red-submission-precondition.md). GENERATED by
# p12b_mutgate_spec.py -- edit that, not this. fix_id <TAB> target_file <TAB> sed_expr <TAB> test_cmd.
# Run through p12b_mutgate.sh, never in a checkout anyone is using. Every test_cmd builds its own
# workspace from the throwaway's files (p12b_ws.sh / p12b_pkgroot.sh / p12b_core_check.sh), so the
# mutated file is what gets checked -- never the primary's through a tracked ailang.lock. No
# `cmd | grep -q` anywhere (pipefail/SIGPIPE).
# --- the registration boundary: re-inline one payload per package -> the gate rejects -> red
rg_inline	packages/motoko-ext-repetition-guard/register.ail	s/      ToolPolicy(policy),/      ToolPolicy(\\ctx call. policy(ctx, call)),/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_ws.sh gate repetition_guard
td_marker	packages/motoko-ext-test-dummy/register.ail	s/    prompt_marker: string_or(cfg, "prompt_marker", ""),/    prompt_marker: "P12B-MARK",/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_ws.sh probe td
td_budget	packages/motoko-ext-test-dummy/register.ail	s/    budget_total: getInt(cfg, "budget_total")/    budget_total: Some(17)/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_ws.sh probe td
td_tool	packages/motoko-ext-test-dummy/register.ail	s/    tool_decision: string_or(cfg, "tool_decision", "noop"),/    tool_decision: "deny",/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_ws.sh probe td
td_finalize	packages/motoko-ext-test-dummy/register.ail	s/    finalize: string_or(cfg, "finalize", "noop"),/    finalize: "accept",/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_ws.sh probe td
sp_timeout	packages/motoko_scratchpad/register.ail	s/on_tool_handle(ctx, call, timeout_secs_of(ctx\.ext_config))/on_tool_handle(ctx, call, 7)/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_ws.sh probe sp
exa_prompt	packages/motoko-ext-exa-search/register.ail	s/on_build_system_prompt(cached_prompt_of(ctx\.ext_config), ctx)/on_build_system_prompt("P12B-EXA-PROMPT\\n", ctx)/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_ws.sh probe exa
exa_timeout	packages/motoko-ext-exa-search/exa_search.ail	s/    match getInt(cfg, "timeout_ms") { Some(n) => n, None => default_timeout_ms() },/    7000,/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_ws.sh probe exa
exa_maxchars	packages/motoko-ext-exa-search/exa_search.ail	s/    match getInt(cfg, "max_output_chars") { Some(n) => n, None => default_max_output_chars() })/    600)/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_ws.sh probe exa
cm_prompt	packages/motoko-ext-context-mode/register.ail	s/on_build_system_prompt(cached_prompt_of(ctx\.ext_config), ctx)/on_build_system_prompt("P12B-CM-PROMPT\\n", ctx)/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_ws.sh probe cm
cm_bin	packages/motoko-ext-context-mode/types.ail	s/    bin: match getString(j, "bin") { Some(v) => v, None => d\.bin },/    bin: "P12B-BIN",/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_ws.sh probe cm
cm_timeout	packages/motoko-ext-context-mode/types.ail	s/    timeout_ms: match getInt(j, "timeout_ms") { Some(n) => n, None => d\.timeout_ms },/    timeout_ms: 7000,/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_ws.sh probe cm
cm_maxchars	packages/motoko-ext-context-mode/types.ail	s/    max_output_chars: match getInt(j, "max_output_chars") { Some(n) => n, None => d\.max_output_chars },/    max_output_chars: 600,/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_ws.sh probe cm
cm_prefix	packages/motoko-ext-context-mode/types.ail	s/    snapshot_key_prefix: match getString(j, "snapshot_key_prefix") { Some(v) => v, None => d\.snapshot_key_prefix }/    snapshot_key_prefix: "p12b:pfx:"/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_ws.sh probe cm
# the judge's own read of the shared record (the provider's is covered by the field rows above)
cm_judge	packages/motoko-ext-context-mode/register.ail	s/finalize_with_index(ctx_config_of(ctx\.ext_config), /finalize_with_index({ default_ctx_config() | bin: "P12B-BIN", timeout_ms: 7000 }, /	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_ws.sh probe cm
# --- registration must disclose what it read; a credential never enters config
rg_withheld	packages/motoko-ext-repetition-guard/register.ail	s/    config: budget_config(calls, answers),/    config: budget_config(call_budget(), answer_budget()),/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_ws.sh probe rg
cm_withheld	packages/motoko-ext-context-mode/register.ail	s/    config: ctx_config_json(cfg, cached_prompt),/    config: ctx_config_json(default_ctx_config(), cached_prompt),/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_ws.sh probe cm
exa_key_in_config	packages/motoko-ext-exa-search/exa_search.ail	s/    kv("cached_prompt", js(cached_prompt)),/    kv("cached_prompt", js(cached_prompt)), kv("key", js("P12B-NOT-A-REAL-KEY")),/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_ws.sh probe exa
# --- every effect added to an [effects].max (Amendment 2): drop it -> the own-root check -> red
td_ceiling_Process	packages/motoko-ext-test-dummy/ailang.toml	s/max = \["Env", "Process"\]/max = ["Env"]/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_pkgroot.sh motoko-ext-test-dummy
sp_ceiling_Rand	packages/motoko_scratchpad/ailang.toml	s/max = \["IO", "Env", "AI", "Net", "FS", "Process", "SharedMem", "Clock", "Stream", "Rand", "Trace"\]/max = ["IO", "Env", "AI", "Net", "FS", "Process", "SharedMem", "Clock", "Stream", "Trace"]/	P12B_ROOT_SKIP=ws_loopback.ail bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_pkgroot.sh motoko_scratchpad
sp_ceiling_Trace	packages/motoko_scratchpad/ailang.toml	s/max = \["IO", "Env", "AI", "Net", "FS", "Process", "SharedMem", "Clock", "Stream", "Rand", "Trace"\]/max = ["IO", "Env", "AI", "Net", "FS", "Process", "SharedMem", "Clock", "Stream", "Rand"]/	P12B_ROOT_SKIP=ws_loopback.ail bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_pkgroot.sh motoko_scratchpad
exa_ceiling_IO	packages/motoko-ext-exa-search/ailang.toml	s/max = \["Process", "FS", "Env", "IO", "AI", "Net", "SharedMem", "Clock", "Stream", "Rand", "Trace"\]/max = ["Process", "FS", "Env", "AI", "Net", "SharedMem", "Clock", "Stream", "Rand", "Trace"]/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_pkgroot.sh motoko-ext-exa-search
exa_ceiling_AI	packages/motoko-ext-exa-search/ailang.toml	s/max = \["Process", "FS", "Env", "IO", "AI", "Net", "SharedMem", "Clock", "Stream", "Rand", "Trace"\]/max = ["Process", "FS", "Env", "IO", "Net", "SharedMem", "Clock", "Stream", "Rand", "Trace"]/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_pkgroot.sh motoko-ext-exa-search
exa_ceiling_Net	packages/motoko-ext-exa-search/ailang.toml	s/max = \["Process", "FS", "Env", "IO", "AI", "Net", "SharedMem", "Clock", "Stream", "Rand", "Trace"\]/max = ["Process", "FS", "Env", "IO", "AI", "SharedMem", "Clock", "Stream", "Rand", "Trace"]/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_pkgroot.sh motoko-ext-exa-search
exa_ceiling_SharedMem	packages/motoko-ext-exa-search/ailang.toml	s/max = \["Process", "FS", "Env", "IO", "AI", "Net", "SharedMem", "Clock", "Stream", "Rand", "Trace"\]/max = ["Process", "FS", "Env", "IO", "AI", "Net", "Clock", "Stream", "Rand", "Trace"]/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_pkgroot.sh motoko-ext-exa-search
exa_ceiling_Clock	packages/motoko-ext-exa-search/ailang.toml	s/max = \["Process", "FS", "Env", "IO", "AI", "Net", "SharedMem", "Clock", "Stream", "Rand", "Trace"\]/max = ["Process", "FS", "Env", "IO", "AI", "Net", "SharedMem", "Stream", "Rand", "Trace"]/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_pkgroot.sh motoko-ext-exa-search
exa_ceiling_Stream	packages/motoko-ext-exa-search/ailang.toml	s/max = \["Process", "FS", "Env", "IO", "AI", "Net", "SharedMem", "Clock", "Stream", "Rand", "Trace"\]/max = ["Process", "FS", "Env", "IO", "AI", "Net", "SharedMem", "Clock", "Rand", "Trace"]/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_pkgroot.sh motoko-ext-exa-search
exa_ceiling_Rand	packages/motoko-ext-exa-search/ailang.toml	s/max = \["Process", "FS", "Env", "IO", "AI", "Net", "SharedMem", "Clock", "Stream", "Rand", "Trace"\]/max = ["Process", "FS", "Env", "IO", "AI", "Net", "SharedMem", "Clock", "Stream", "Trace"]/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_pkgroot.sh motoko-ext-exa-search
exa_ceiling_Trace	packages/motoko-ext-exa-search/ailang.toml	s/max = \["Process", "FS", "Env", "IO", "AI", "Net", "SharedMem", "Clock", "Stream", "Rand", "Trace"\]/max = ["Process", "FS", "Env", "IO", "AI", "Net", "SharedMem", "Clock", "Stream", "Rand"]/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_pkgroot.sh motoko-ext-exa-search
cm_ceiling_IO	packages/motoko-ext-context-mode/ailang.toml	s/max = \["Process", "FS", "Env", "SharedMem", "Clock", "SharedIndex", "IO", "AI", "Net", "Stream", "Rand", "Trace"\]/max = ["Process", "FS", "Env", "SharedMem", "Clock", "SharedIndex", "AI", "Net", "Stream", "Rand", "Trace"]/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_pkgroot.sh motoko-ext-context-mode
cm_ceiling_AI	packages/motoko-ext-context-mode/ailang.toml	s/max = \["Process", "FS", "Env", "SharedMem", "Clock", "SharedIndex", "IO", "AI", "Net", "Stream", "Rand", "Trace"\]/max = ["Process", "FS", "Env", "SharedMem", "Clock", "SharedIndex", "IO", "Net", "Stream", "Rand", "Trace"]/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_pkgroot.sh motoko-ext-context-mode
cm_ceiling_Net	packages/motoko-ext-context-mode/ailang.toml	s/max = \["Process", "FS", "Env", "SharedMem", "Clock", "SharedIndex", "IO", "AI", "Net", "Stream", "Rand", "Trace"\]/max = ["Process", "FS", "Env", "SharedMem", "Clock", "SharedIndex", "IO", "AI", "Stream", "Rand", "Trace"]/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_pkgroot.sh motoko-ext-context-mode
cm_ceiling_Stream	packages/motoko-ext-context-mode/ailang.toml	s/max = \["Process", "FS", "Env", "SharedMem", "Clock", "SharedIndex", "IO", "AI", "Net", "Stream", "Rand", "Trace"\]/max = ["Process", "FS", "Env", "SharedMem", "Clock", "SharedIndex", "IO", "AI", "Net", "Rand", "Trace"]/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_pkgroot.sh motoko-ext-context-mode
cm_ceiling_Rand	packages/motoko-ext-context-mode/ailang.toml	s/max = \["Process", "FS", "Env", "SharedMem", "Clock", "SharedIndex", "IO", "AI", "Net", "Stream", "Rand", "Trace"\]/max = ["Process", "FS", "Env", "SharedMem", "Clock", "SharedIndex", "IO", "AI", "Net", "Stream", "Trace"]/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_pkgroot.sh motoko-ext-context-mode
cm_ceiling_Trace	packages/motoko-ext-context-mode/ailang.toml	s/max = \["Process", "FS", "Env", "SharedMem", "Clock", "SharedIndex", "IO", "AI", "Net", "Stream", "Rand", "Trace"\]/max = ["Process", "FS", "Env", "SharedMem", "Clock", "SharedIndex", "IO", "AI", "Net", "Stream", "Rand"]/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_pkgroot.sh motoko-ext-context-mode
# --- the manifest pin: back to 7.4 -> the package's own lock fails -> red
rg_pin_8_0	packages/motoko-ext-repetition-guard/ailang.toml	s/version = "8\.0" }/version = "7.4" }/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_ws.sh check motoko-ext-repetition-guard
# --- the package's own tests discriminate on the migrated (PureCtx) helpers
rg_own_tests	packages/motoko-ext-repetition-guard/repetition_guard.ail	s/  { 5 }/  { 6 }/	bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_ws.sh test packages/motoko-ext-repetition-guard/repetition_guard.ail
# --- the masked file on 8.0 (committed-HEAD core workspace): the answer half accepts one emission late -> red
masked_verify_rg	packages/motoko-ext-repetition-guard/repetition_guard.ail	s/  else if prior_answers(ctx, candidate) >= budget then Accept/  else if prior_answers(ctx, candidate) > budget then Accept/	P11_RELAX=1 bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_core_check.sh run scripts/verify_repetition_guard.ail IO
# --- ws_loopback's 8.0 row (core's dispatch carries Trace): drop it -> the core-workspace check -> red
sp_loopback_trace	packages/motoko_scratchpad/ws_loopback.ail	s/func dispatch_deferred_request(rt: ExtRuntime, ctx: ExtCtx, raw_req: string) -> string ! {AI, Clock, Env, FS, IO, Net, Process, SharedMem, Stream, Rand, Trace} {/func dispatch_deferred_request(rt: ExtRuntime, ctx: ExtCtx, raw_req: string) -> string ! {AI, Clock, Env, FS, IO, Net, Process, SharedMem, Stream, Rand} {/	P11_RELAX=1 bash .agent/projects/031_system_one_decisions/evidence/P1.2b/p12b_core_check.sh check deps/motoko_scratchpad/ws_loopback.ail
